Plaintext,Ciphertext
aaaaaaaa,e3914b3667d8ec1a
bbbbbbbb,01779e4767f4d7d9
cccccccc,96e2cef0e197d66d
dddddddd,d3bd21fe337be655
eeeeeeee,b860c0460b7f311a
ffffffff,4821b66cf3eca25a
gggggggg,cb437d152929131c
hhhhhhhh,0a3a31ad2feada77
iiiiiiii,d9f4f9feadd8a966
jjjjjjjj,fd2687b09fc918b6
kkkkkkkk,e2b102c9aaed2944
llllllll,886ecd16dc6dbe6e
mmmmmmmm,643670fa5bb711ef
nnnnnnnn,ccce6ca337026d10
oooooooo,17f5769827313645
pppppppp,ca4c63ddf5d93753
qqqqqqqq,ade12fd1d8254fcf
rrrrrrrr,3c0fb51f95572cef
ssssssss,9cb823a81b0e28d6
tttttttt,deeb94456eb52a01
uuuuuuuu,20f72ae6291cf35d
vvvvvvvv,0620006ca27d1025
wwwwwwww,9a8cc5905e0430a6
xxxxxxxx,d07810e44d798f99
yyyyyyyy,4dab4e8ffef3a258
zzzzzzzz,45ea1818e1556717
00000000,f29b5eafdc03d7a9
11111111,fd267eb8afe032a2
22222222,9b8de80ce5d59a63
33333333,0bbb6f2c92565805
44444444,c8d45696047b1e67
55555555,69602ffde8c98337
66666666,b2e813d075cc03af
77777777,7bbcaea9081aced3
88888888,73b49e07928d0b93
99999999,249242c0d41a68de
Provided,0ee81e08106ffe61
 proper ,2e3322e894672ab1
attribut,f59df73fe959d273
ion is p,04796144eabdde61
rovided ,73a40bb2c6792501
Google h,b0014e7c024fbc86
ereby gr,eabfa1a46e25c301
ants per,90c75047adedd7b2
mission ,de5b8b268d511b53
to repro,59eee1d2286ad1ea
duce the,d089502a398dd2e6
 tables ,08d849ed716d12d9
and figu,090419ecd605bdaa
res in t,2873f3221491d266
his pape,ab3aa3143e86e10b
r solely,cbb14aca759fb3a1
 for use,0696b78583293a25
 in jour,bbba42a183fe465d
nalistic,e0d9506acc4a5a04
 or scho,f9179123661051ef
larly wo,dabcc320f764e571
rks Atte,80d787aa6a4fc9d9
ntion Is,a03d5306dbe505d6
 All You,1453fcabfb97fbe8
 Need As,25b2dba655a2278f
hish Vas,db354a6521039aa4
wani Goo,c12011ff30f4d938
gle Brai,b43484ad6bb13998
n avaswa,7dbb936247e7f8bc
nigoogle,db545a1b881d4d49
comNoam ,4cbb500faf2d5f7c
Shazeer ,fae83730ac9e6593
Google B,6a4c62f668006f0b
rain noa,ae8b478bdb412be6
mgooglec,999e6b0e3be0057d
omNiki P,66e56570012700d5
armar Go,2721afa18c58b8cc
ogle Res,0a8566497a4c1c2e
earch ni,fe59ac701d4e11ee
kipgoogl,601ebf9160a86cd4
ecomJako,e2d8fe93e8dd20b3
b Uszkor,781010a787434201
eit Goog,10431783192220bd
le Resea,a74fc0c8845972e8
rch uszg,bcec05d0ab644336
ooglecom,ae44e1b567ebc7f8
 Llion J,c95590877dbe12c1
ones Goo,df02113cb2f5a70a
gle Rese,ed8a9f48e2a83797
arch lli,dd271d8153ddca47
ongoogle,2f163c073f208e38
comAidan,d72ba0c99375f54a
 N Gomez,a49f4ddc4aa8220d
  Univer,9b6f30e01272db11
sity of ,791e8680b7d785bb
Toronto ,2a1be6fb4150fa9f
aidancst,006420ec2698e8f4
orontoed,8efbec1e9d83e0ed
uukasz K,42b99fe9fad2017b
aiser Go,e6bdfd35f313279e
ogle Bra,c6ba740daeba254c
in lukas,ec14bb9c057c84e4
zkaiserg,3e345b60d6d534d1
ooglecom,ae44e1b567ebc7f8
 Illia P,3d83ea23108fa684
olosukhi,88075a3b3f10bf21
n  illia,921b746bc295ba32
polosukh,aca5d44cfcdd7e40
ingmailc,b0f930f25b1a904f
om Abstr,2274f3e1eddaf590
act The ,adea80bcbe032016
dominant,a7bcc762f32eac2b
 sequenc,82ddbb7f6a9917c9
e transd,24d34f21ecc320e1
uction m,34203b1627a4aa91
odels ar,7cc121a5b89bcc59
e based ,f3046e765c9f1c0c
on compl,dc4fb7939c103419
ex recur,1fa334c23d911e54
rent or ,afef8fe257de7329
convolut,8dd6934c2f10a3e1
ional ne,1af3880c408b7d41
ural net,7aa35bcbadf9df0c
works th,c7ce303dd9a05cab
at inclu,13294c6f361f1c09
de an en,95f20c7f5f73dd42
coder an,c98451f97d77c6ac
d a deco,71e1eed7ef7092df
der The ,22ae3453cadadb78
best per,e2eb6d64781a6ebb
forming ,c378d5c27eae8df7
models a,7d9e9254af22f2e1
lso conn,43b1451b7f2797d3
ect the ,bca676d53234ae2e
encoder ,82fc3744b8b276f2
and deco,876803870c77f31b
der thro,57537769b629b4a1
ugh an a,5327e8967b654b9a
ttention,0ed0448a97f21839
 mechani,e498dac20434af9d
sm We pr,17a2625f75f34aa7
opose a ,2158655d2f5a4910
new simp,d04de27bd8bb215c
le netwo,257ad64527374e7a
rk archi,3c02d432a301ce40
tecture ,84691169ac16730b
the Tran,620a7274c00f5b1a
sformer ,d4ccbfdd41c8e1b9
based so,60c231f295e514fe
lely on ,31757663ce414089
attentio,9fc0e635b6f4da0e
n mechan,1bc408d8f22796bf
isms dis,0447be61056a32f5
pensing ,3fa741e23b4d297c
with rec,0e62e198aefeaec4
urrence ,74893156323f47d5
and conv,629fd4b406db47fc
olutions,e4db782e021c6515
 entirel,ba1554628dbe5d17
y Experi,c2d61482d66afd16
ments on,eb4800375a39214c
 two mac,23a313ae857cf40e
hine tra,efe2cb59455cad69
nslation,570e9b620a2d3d7f
 tasks s,3efff00bddfc9da3
how thes,71ebbd5b4b96002c
e models,4c1804a3d936f249
 to be s,711b01e8d7036c72
uperior ,f078c9e97ab76b13
in quali,c77a82cda53514b9
ty while,1eadd9446305b9f1
 being m,2ceeb50df14ccdb0
ore para,c130b6446f1917a1
llelizab,b076c32eb1605241
le and r,365c3503ca2f8b7e
equiring,50e24b8567be5ef9
 signifi,ce82a950ef42fc17
cantly l,e6594e652f139108
ess time,866aee176c774d88
 to trai,57708f1256bd76c7
n Our mo,6f6b09b2486c2a15
del achi,c1458f7e508f8a06
eves 284,fa4f190bdb7e9e6a
 BLEU on,3e9f79d81f6ffa6a
 the WMT,096bb1b46e6a2868
 2014 En,657ac1643637a97a
glish to,d855fd3975f6acfe
German t,8f3aec038c9d16d9
ranslati,8197311e62647d7c
on task ,2f1f73e9e2349a2f
improvin,06921cfd1c4f327d
g over t,acb63ad7926c924d
he exist,49484a1ac6b6e6b4
ing best,0f309ca6a5fe2c4b
 results,e017afa0d139726f
 includi,e630b235867785ae
ng ensem,fc5e10c6dd3e64cc
bles by ,563c1c731fb56f2b
over 2 B,1b8198d0f4a142d8
LEU On t,9e4b63d445cb1996
he WMT 2,d48b8136001710ba
014 Engl,6b5a8d2059f7d68d
ishtoFre,50cd2e6354a041e0
nch tran,f0b082f597be54d3
slation ,78498269e30a5297
task our,b47a636dfc673b79
 model e,ad9b6bd0296dd165
stablish,1227af10f9384613
es a new,e275f67c7e180402
 singlem,9bd71f12dce233c8
odel sta,0a37c9f30944c803
teofthea,99a18378b09127ac
rt BLEU ,0a41acacdb6a1eca
score of,444900ff739e73f3
 418 aft,2cc03ec08b201f8d
er train,e7cca2bc8bc3766c
ing for ,09c9bb425b59f68b
35 days ,a92d493e8e1512a0
on eight,b1ca57fad8c6db59
 GPUs a ,ca677b8773fae02b
small fr,7bb674ec99fe4403
action o,c2a5adf1f1e8eb45
f the tr,2f29eda76716f209
aining c,1a07c10e2b3a1fdf
osts of ,63eff04d625e0c1e
the best,2103bf24fbf8a2ae
 models ,f2e3d2ae321e6445
from the,9672de084485dc5f
 literat,2732ab924522f04c
ure We s,fe7b3d8bf9138a3a
how that,05e399445f17df8a
 the Tra,824ac62ffbfcc00d
nsformer,507d5d1c4d5c0f7e
 general,9a8d884d1b63cb63
izes wel,123fe50076bf37f8
l to oth,4dfe148682eef188
er tasks,79057d5d82b38c2d
 by appl,ccd30e67c37db067
ying it ,7b17c5d2eba5dc97
successf,acdfdd33c4495e6b
ully to ,6dc35cec2e3a34d8
English ,d67bccd6b3a4e777
constitu,fcea0d2c2d182dd6
ency par,d74f709cf7260315
sing bot,92d2d7529d0d6c36
h with l,56b4d8dacfc375ef
arge and,33cd043dd9baca44
 limited,c24dc1096423e7e3
 trainin,069b0ed2f8a1b6bc
g data E,4f97275bbeea0b76
qual con,da44a85ec9adbd48
tributio,fae40389bf5e7051
n Listin,26954c7384461092
g order ,101c940048b9a240
is rando,d00e78d8953ce44d
m Jakob ,a780ee9e9d53b5dd
proposed,c041e3d876e798f0
 replaci,899f51aeb17eeca5
ng RNNs ,f66769ebb31a966e
with sel,e6afde2826ba010b
fattenti,9853a07454a6571d
on and s,0f9aef220e61f9e6
