Plaintext,Ciphertext
aaaaaaaa,eb1b347aceabc603
bbbbbbbb,b9534d5dce6f41c8
cccccccc,055ed6e64cdd188e
dddddddd,15a88cc8b8b48cb8
eeeeeeee,02b59983e20e02de
ffffffff,38f6fa936d5b2754
gggggggg,25399570afcb227a
hhhhhhhh,7c4b4550af6cdd5d
iiiiiiii,433c2b3b8532f54b
jjjjjjjj,0a4c643f635da7a2
kkkkkkkk,640d90c11ae99d2b
llllllll,486e07805491c698
mmmmmmmm,dc3ff56be562c9ec
nnnnnnnn,84238d7586362050
oooooooo,a0f76fcf6fe3df84
pppppppp,7ff778aeba7fd1de
qqqqqqqq,f5b1e8bd41cee328
rrrrrrrr,4c9f75ac7be7487e
ssssssss,94cb15c72af9fb47
tttttttt,6eb2527f429684d5
uuuuuuuu,146806a72de710af
vvvvvvvv,efc7016c0c694c5c
wwwwwwww,c3034fdc708fd561
xxxxxxxx,ac6add6f98a74a95
yyyyyyyy,9ac5e17288e0d796
zzzzzzzz,6bbd53e788a5d833
00000000,ee8598260b5e5fc9
11111111,0e3e09082542e526
22222222,dd6d382fe8a97f1e
33333333,5004112d55e41a5b
44444444,a69d60b29ea14afe
55555555,15b7b1a65fb00994
66666666,614e4440cf78b860
77777777,18fb194574240fdd
88888888,cab9c4d0375be5cd
99999999,a3f11e4f9315cfa6
Provided,ef36c242dc0f40e5
 proper ,ace7ec94e45b01ee
attribut,449a868bcfc51be8
ion is p,e41a0bf21c77bb87
rovided ,0c10d0212d17372e
Google h,d6d90cb5f1c95321
ereby gr,910e1af3615f0101
ants per,0455f90f98f45cbc
mission ,5fc5128a760a7440
to repro,5e4733a9e37be7ec
duce the,1c9bb5307b77ad7d
 tables ,584611897e176d6b
and figu,932868f6118acb45
res in t,66b3c76cdd6ffdff
his pape,d1a6f26264d9c808
r solely,bd5b214ff47cc669
 for use,ccc8c21bca5b5ede
 in jour,0809a52dea857231
nalistic,995a0b917fd075a8
 or scho,4d472e2a259fa818
larly wo,59e51cd6bb4437d0
rks Atte,fe93110b30fe8a3d
ntion Is,d8ae4fc5cc3c589f
 All You,4bf8a7999896040d
 Need As,e3110aaabec72b86
hish Vas,8624f0f8f15bcb97
wani Goo,92a3e2739fdc3ab9
gle Brai,9f2d612601ec8e46
n avaswa,3e1a7a8bc498ec08
nigoogle,7c9a5dcf38db647a
comNoam ,dd5cb4125fd8083b
Shazeer ,78e35ee54f16622a
Google B,4d3b684fc7e16bff
rain noa,dc655989ff010812
mgooglec,a6c63d3ed086400d
omNiki P,9ba2d3424f7fdd9b
armar Go,429626e7c4d9e010
ogle Res,bc6950598ae4da97
earch ni,d008f0389b695c62
kipgoogl,c81d9aa819bc1347
ecomJako,9f606af920772ba0
b Uszkor,9bd5f4160bba2604
eit Goog,80bed99729254d1d
le Resea,f44106d3ded2cd82
rch uszg,e66ca74ad52dbfd5
ooglecom,22b122a07457d560
 Llion J,371bd77400ed2275
ones Goo,255fc537f53a1c48
gle Rese,87f61ddaaa8bf9ac
arch lli,32c55907fc2e5a1e
ongoogle,094bd78ebc272fb6
comAidan,79a36ca811b2fd1c
 N Gomez,0c7fd6cdc1c04e59
  Univer,2491b8775a882fc0
sity of ,bb38e85c9d28c0c6
Toronto ,b28d5211c14d61fb
aidancst,38f9f8df30c17e64
orontoed,63d2cf47abe33a35
uukasz K,b524cc83fb41e436
aiser Go,035935f2f0851da5
ogle Bra,0c91156eab253c2f
in lukas,b338839ee49bdbcb
zkaiserg,9841ae6d408cd04b
ooglecom,22b122a07457d560
 Illia P,cb5b7a7c1c9a598c
olosukhi,09dd277bc4e58159
n  illia,cee4015a7b9415b9
polosukh,45a64d54a70dc0f5
ingmailc,4f35d7ebe444b532
om Abstr,6f85857969b1ea52
act The ,7b06359216b7988b
dominant,cfe989ac1e460596
 sequenc,8cef7aae6bb5277a
e transd,cd1942a9ec2421ce
uction m,1aa488d67268b1f7
odels ar,d1932f61879e1b79
e based ,90501a4476447891
on compl,ba6fd0b860c1067f
ex recur,5ac2a6bd5f5c3de6
rent or ,50e0e2cf62dadd9e
convolut,46ecb0f01a591922
ional ne,b00bc1978c5bccd1
ural net,d4b6d603568c9ab0
works th,eaa5281e7f3a3275
at inclu,d6fa308fefe50eeb
de an en,fb2a0a51db616703
coder an,ee5910450fa7b0a7
d a deco,8241e51b466f8672
der The ,c855eb92cdf76f18
best per,eab6c071034767dd
forming ,d46692014c98910c
models a,72948233862c681a
lso conn,3294d114346fdf70
ect the ,52944d75f5eb8dbf
encoder ,52aecfe61f79d3ea
and deco,a49fbc32bc5aba6d
der thro,261c92e4b1e4cebb
ugh an a,5c1f8e0008643a76
ttention,fe0fb44585bc5ed9
 mechani,d790cb82d0890888
sm We pr,64a8697f984e97d8
opose a ,ec0ff3d586783a79
new simp,7adc532105b5f485
le netwo,17d53d784adbb630
rk archi,31706e729febbaaa
tecture ,dc2af315376a3fc1
the Tran,192f731feefdfcc7
sformer ,2dff91de9b1ff2d1
based so,e9acff48d1669dde
