Plaintext,Ciphertext
aaaaaaaa,0e369699eb1b347a
bbbbbbbb,f339bfa7b9534d5d
cccccccc,d76de8b2055ed6e6
dddddddd,181e450e15a88cc8
eeeeeeee,8cde46ea02b59983
ffffffff,479835bc38f6fa93
gggggggg,baea224e25399570
hhhhhhhh,0c744c977c4b4550
iiiiiiii,d2cfea76433c2b3b
jjjjjjjj,66bde7fc0a4c643f
kkkkkkkk,b6976fef640d90c1
llllllll,affa5612486e0780
mmmmmmmm,6bd54fc7dc3ff56b
nnnnnnnn,95d2f7d084238d75
oooooooo,4f08ccb9a0f76fcf
pppppppp,7e4cc97f7ff778ae
qqqqqqqq,6086dfbef5b1e8bd
rrrrrrrr,a01d219b4c9f75ac
ssssssss,c4904b8a94cb15c7
tttttttt,a657a3f26eb2527f
uuuuuuuu,1e194e25146806a7
vvvvvvvv,69e22e72efc7016c
wwwwwwww,ddac0feec3034fdc
xxxxxxxx,64535dd0ac6add6f
yyyyyyyy,50df73d69ac5e172
zzzzzzzz,33340ca86bbd53e7
00000000,9eec8a19ee859826
11111111,b70d23500e3e0908
22222222,d857a77cdd6d382f
33333333,e7648d835004112d
44444444,f4435439a69d60b2
55555555,1e2c106f15b7b1a6
66666666,88d17444614e4440
77777777,9080447918fb1945
88888888,ef8f982acab9c4d0
99999999,984b5f10a3f11e4f
Provided,d56726efef36c242
 proper ,6b2aae2cace7ec94
attribut,f4916ddc449a868b
ion is p,21ba71a7e41a0bf2
rovided ,2bb4ed890c10d021
Google h,95a4af6ad6d90cb5
ereby gr,869caf8b910e1af3
ants per,a4d2d8f20455f90f
mission ,e5f0001c5fc5128a
to repro,d55854895e4733a9
duce the,7bef6f921c9bb530
 tables ,a05f4a3a58461189
and figu,6d5d3f99932868f6
res in t,7a224c0d66b3c76c
his pape,a97cefd0d1a6f262
r solely,e43a27b1bd5b214f
 for use,ff7c399cccc8c21b
 in jour,e73616940809a52d
nalistic,06181ba4995a0b91
 or scho,f380e8a54d472e2a
larly wo,1cf1ddc959e51cd6
rks Atte,031b13effe93110b
ntion Is,24c3ebead8ae4fc5
 All You,662a4c114bf8a799
 Need As,b2c4b665e3110aaa
hish Vas,0797f1418624f0f8
wani Goo,a3c3656192a3e273
gle Brai,678588169f2d6126
n avaswa,6286ccf93e1a7a8b
nigoogle,3da3e5e87c9a5dcf
comNoam ,f3f1c54add5cb412
Shazeer ,6d04997a78e35ee5
Google B,6e0d0b904d3b684f
rain noa,67ec473cdc655989
mgooglec,df9a0c80a6c63d3e
omNiki P,f18a7ecf9ba2d342
armar Go,9e450ec3429626e7
ogle Res,05067ec0bc695059
earch ni,de49f718d008f038
kipgoogl,0ee757a9c81d9aa8
ecomJako,9c1338d39f606af9
b Uszkor,2a12ea6a9bd5f416
eit Goog,180e022a80bed997
le Resea,279049e0f44106d3
rch uszg,86dfb77de66ca74a
ooglecom,1897d09822b122a0
 Llion J,d29ce90c371bd774
ones Goo,ec623ef2255fc537
gle Rese,201dc60f87f61dda
arch lli,82321e0832c55907
ongoogle,f3e7528d094bd78e
comAidan,16e8506a79a36ca8
 N Gomez,29fc02c00c7fd6cd
  Univer,394b92a62491b877
sity of ,30ab424fbb38e85c
Toronto ,1a89bf35b28d5211
aidancst,34347bdb38f9f8df
orontoed,b1f4552d63d2cf47
uukasz K,811aade0b524cc83
aiser Go,0470b6f5035935f2
ogle Bra,60cacc5e0c91156e
in lukas,2ad35a2ab338839e
zkaiserg,83988ce39841ae6d
ooglecom,1897d09822b122a0
 Illia P,227f9869cb5b7a7c
olosukhi,3a2058f409dd277b
n  illia,4da11950cee4015a
polosukh,8eec408d45a64d54
ingmailc,aa8551c34f35d7eb
om Abstr,2ac00f4b6f858579
act The ,20edddb77b063592
dominant,2460a806cfe989ac
 sequenc,4375cda38cef7aae
e transd,012ffb39cd1942a9
uction m,b5f8d5d11aa488d6
odels ar,7fb0958ad1932f61
e based ,92f98b6790501a44
on compl,2d15ae45ba6fd0b8
ex recur,9da86aee5ac2a6bd
rent or ,679a73de50e0e2cf
convolut,a8c3aa2b46ecb0f0
ional ne,3a56a367b00bc197
ural net,1e77a087d4b6d603
works th,e7025bdfeaa5281e
at inclu,665825f0d6fa308f
de an en,ccf8b234fb2a0a51
coder an,7f49ea8cee591045
d a deco,e4767b2f8241e51b
der The ,47fa6bcdc855eb92
best per,ae083119eab6c071
forming ,15ccf0bad4669201
models a,fe38acb972948233
lso conn,a0ce79a83294d114
ect the ,076b1dc052944d75
encoder ,94405e1f52aecfe6
and deco,cad0db3ca49fbc32
der thro,d214b4dd261c92e4
ugh an a,5bd9d0685c1f8e00
ttention,81199274fe0fb445
 mechani,f8d57477d790cb82
sm We pr,cf445ab464a8697f
opose a ,e0cc01f8ec0ff3d5
new simp,c01e1e0e7adc5321
le netwo,7cb13b6617d53d78
rk archi,382c4adf31706e72
tecture ,57f5f935dc2af315
the Tran,125a13a7192f731f
sformer ,8a7e351a2dff91de
based so,e4702c52e9acff48
lely on ,881812666d514937
attentio,b23483b49fb6ba17
n mechan,244395cff546da9c
isms dis,e6a036dee40b4f0e
pensing ,f2bda3ca252920a6
with rec,0e1de3da7074d8f7
urrence ,0ec2054f0cfcc560
and conv,3a891bfab73a048f
olutions,6f6bcf45845f73c4
 entirel,74085b2b37e5b7a4
y Experi,8cb615818e046831
ments on,64f160cf05c88302
 two mac,3f0bdce1ff47ab97
hine tra,5e5dfcee5f912b7f
nslation,f2fa056794bebd26
 tasks s,d4a684e69fae880a
how thes,ad0ec7628f8b7d19
e models,47f49f2e3d40b550
 to be s,75a6e2d3bd6a7600
uperior ,6b2de7c1ed1d3b69
in quali,ce937e0bbc91ad22
ty while,d234febf630b1e75
 being m,13abf081e85cda68
ore para,7e8a1e9b7e67e0d9
llelizab,7de6fc3ac10a0d08
le and r,f3c6bfe0401aa797
equiring,161a858c55031967
 signifi,2660d75e5556e335
cantly l,b4f8e8de4cc51b1d
ess time,dd37779414758475
 to trai,4d95be417169a919
n Our mo,4ba3d9e03fa78796
del achi,88ced12a7d219254
eves 284,64985d10f18a0e66
 BLEU on,1370fdfbc4e1018b
 the WMT,db9ac652f5d095c8
 2014 En,c3873d5c1bad4221
glish to,25462b7c71783a2b
German t,f97c371c366842b5
ranslati,37e02f17a4bda142
on task ,bd845d0a2555db79
improvin,53e964fd4a268d59
g over t,25bd3f5a0e13bc16
he exist,ae35252302580681
ing best,033fae45b31602de
 results,b60093ce23006471
 includi,12bcfd796e0ae9fa
ng ensem,f26426467ef039c0
bles by ,a6171ccc26637279
over 2 B,bfd20b2b310cc86d
LEU On t,67c181596b1f1cdf
he WMT 2,35a50e835dd5ba25
014 Engl,e200dfd6b3f7627e
ishtoFre,a5b9b3cbe9cf8631
nch tran,bfce234ed2e6d05c
slation ,bd5abb6f50704357
task our,ea9f9a455c830728
 model e,daf9a3a145bae882
stablish,34cbe0f7a125ec60
es a new,65c4cf2601d293ff
 singlem,de93e9290f073417
odel sta,63cf6f51a507faa4
teofthea,f7bd8031b7f58e82
rt BLEU ,8f7685ca04d5219a
score of,f64c0911d694e661
 418 aft,12a878c9a47ca361
er train,f6cd8aefc13570a5
ing for ,477ea4bd36676fdc
35 days ,5c19845e269a7278
on eight,60ee935a9819342a
 GPUs a ,20699cca5bfcc1cc
small fr,f3052375887597a5
action o,795196ae7d4d079f
f the tr,43cbd189d0732027
aining c,2c026b4f504c9015
osts of ,bdea6ed83f255343
the best,c497af3097b7a98d
 models ,b6f9886c1f5875c6
from the,ed657fb5ba60cb82
 literat,5c85cd286e3f3f93
ure We s,ba369f808369f406
how that,563d47c15d929070
 the Tra,445880234248f14f
nsformer,3aa4b616e77f82c8
 general,e1a506ab2b583098
izes wel,cee5e5556f29a72f
l to oth,1d37ea61385823b1
er tasks,86e08aa0a66aafdf
 by appl,1b5ca42ec4de3646
ying it ,2a7e42a89900d547
successf,4c4ed9320d3d9054
ully to ,ad69d3fcd3840fce
English ,651151048006a915
constitu,45656924546c060f
ency par,eeb31fb175932d36
sing bot,4905685ecdd42fff
h with l,b5443dad71ab07af
arge and,0268fe85acd66712
 limited,f673c99f0d294910
 trainin,a8baaa077917c479
g data E,338ad68c37843390
qual con,a0ec5527202bde95
tributio,fb6101cccff79768
