Plaintext,Ciphertext
aaaaaaaa,bcf3544181fdf3c5
bbbbbbbb,efe0c7a4ce79fbf1
cccccccc,58409c4ca9cef480
dddddddd,1c66cc6d5600acaf
eeeeeeee,0cbb73c8690cfe29
ffffffff,ccc20de91c0f2cab
gggggggg,45d6e04b78bff25b
hhhhhhhh,ed82eafe049bac69
iiiiiiii,c1a2a21bd324a96d
jjjjjjjj,18839370cbd13d10
kkkkkkkk,b35f48c7db710c99
llllllll,981364e5d251eedd
mmmmmmmm,0e279516cb46a066
nnnnnnnn,a46460c5109c791b
oooooooo,7eddfcda65e3cf92
pppppppp,00067ef02a6e8980
qqqqqqqq,2b2c3162ef4e2798
rrrrrrrr,71fb310da0620b4f
ssssssss,79ff7632bbcbe476
tttttttt,5523286825226eef
uuuuuuuu,76b3d7764696cb2a
vvvvvvvv,0b224861e9aae629
wwwwwwww,1cab4af577483ba5
xxxxxxxx,e69286090dfb33da
yyyyyyyy,c49d0e4b6dbf0ef8
zzzzzzzz,bea823d20ce1f662
00000000,16cc3447d8b619e8
11111111,83566ecafed7d41a
22222222,b23e9d1c5c164855
33333333,1d3ee7e659f8d3a4
44444444,d3280c58a829800e
55555555,ca17e08a4a4e1ba0
66666666,f3e8af1e30f1a8d7
77777777,ba2ab601f85459e8
88888888,2916c261e617b7e1
99999999,6af712b40e8f5405
Provided,e3cdf033da51a55d
 proper ,a9c2929a23ce94c2
attribut,9074dfda1e24a270
ion is p,e3e4ae58b237fe0e
rovided ,7a8c7f527385f85c
Google h,2bdfd1ce3b4cec9e
ereby gr,8ecfb35f09bee0f8
ants per,3c058e3ae665fcfc
mission ,fe1310ec7ba082ba
to repro,19acfc0179bf96a8
duce the,976a1eaed591169e
 tables ,22e0d2bc5bec211f
and figu,4faa7f200935c127
res in t,ed5e209b4ff4031f
his pape,9805b20c2498dd67
r solely,bb9e8eebba9bff6b
 for use,b83ea06aba339d49
 in jour,9cf7173c2f92f68c
nalistic,ea640c00bc876ade
 or scho,dc24677fef50fbaf
larly wo,a1d1680acea9a30d
rks Atte,e516f625a4d76b46
ntion Is,366d13086b699dba
 All You,1f5d61e96eae3307
 Need As,2579435f38985873
hish Vas,9f679a68b2a2960d
wani Goo,5e94851ca7577824
gle Brai,e0cc34ec48031612
n avaswa,64cd74fc66cd8e60
nigoogle,e89845bc422e92db
comNoam ,165316596362df8f
Shazeer ,f6944b57cb3176e6
Google B,532685703db31d4d
rain noa,7b29cda90b926c9f
mgooglec,524f5d7dc409a702
omNiki P,f381088cd73b5d6a
armar Go,d0201f883fb1431a
ogle Res,b2e19ca5aaeda2a6
earch ni,a88d58fa2e506e82
kipgoogl,984b2c714fe0bd44
ecomJako,618c94ef9dd4555a
b Uszkor,3dbe8aa0604962ce
eit Goog,63c9d16c40b217b0
le Resea,1c7a65d5b976390d
rch uszg,94797825008c7ad4
ooglecom,f20f7cfe8fe12a67
 Llion J,5634f46a7904c5b5
ones Goo,828779a77d2a788d
gle Rese,806d307f930cfa59
arch lli,56e5ddb2c46e92e5
ongoogle,dd9f51300442643d
comAidan,ade2ff41589357ba
 N Gomez,b6758fbe84a0accb
  Univer,f1d536fbdce20da9
sity of ,67fabcae98a917d9
Toronto ,1d3e78c6a5441498
aidancst,ea8bb65d9dd1b873
orontoed,68a5f27ac24df573
uukasz K,4fbd3f24bed1f5ce
aiser Go,21e447565c78ff4a
ogle Bra,8eaa485893f9989f
in lukas,80f9532fcec68177
zkaiserg,5897cf0e9946bb9e
ooglecom,f20f7cfe8fe12a67
 Illia P,0aa870704538d74e
olosukhi,9200283a3cecdedb
n  illia,fd0700ff360f5fb8
polosukh,564273629d4e0499
ingmailc,0b08ba709c40545c
om Abstr,0981ee87e3210e3c
act The ,af21abc3ebf0c263
dominant,403ec606e1ee15b9
 sequenc,3d0f5d6d8da60829
e transd,712dac7cba85d5a0
uction m,b1654a8f56f72fa2
odels ar,f246a20d0b7ffacf
e based ,58ec204f92392136
on compl,7a0643a207be281c
ex recur,d28009dcdc505aa1
rent or ,093299c9894eb097
convolut,7354bce155cfb566
ional ne,c1a94fb6dcf98c09
ural net,2cc8f7382cf865c5
works th,84a29f46e93fc15f
at inclu,7c4ee9ad5d241d9b
de an en,a73fc4055fb1a19e
coder an,61096dca07507236
d a deco,34a392c28135f212
der The ,d3fd16a1e791d7d7
best per,8565d026c415c3c0
forming ,b7c80019d7e51c83
models a,07e3d3f5df5357b8
lso conn,3686041979c74937
ect the ,c394939d4a099021
encoder ,5f6d33637b2d2d48
and deco,c3cab7e8440f5bc8
der thro,b575a4e874e77b09
ugh an a,1ecefe8433ef091a
ttention,277dcdafe63a85bd
 mechani,d8e7a1254ceeb8e1
sm We pr,46d96f43facabfec
opose a ,35194b0b245643ee
new simp,b34e4b18dc6cac68
le netwo,c74c9e7dbe6f6450
rk archi,de189ccc5b46a67e
tecture ,8d217060a1d72758
the Tran,2cd43e82fde9f4a0
sformer ,9bd208ef8a233597
based so,a94d29ff65c4e66f
lely on ,305ce65c60be269c
attentio,9daa3b0469c41f43
n mechan,35df06213124a7ab
isms dis,26d2ad9f598fb806
pensing ,60cc9b3f5647590f
with rec,5e869124e9851737
urrence ,6e6f70e3889cccb7
and conv,f70ad8798690b343
olutions,b6c22866ff90e13a
 entirel,36d4980b8b4e0ae3
y Experi,fc3f7f533ee58377
ments on,d9016e0bac304d9c
 two mac,865f4078acf58126
hine tra,2c556e93cd760a75
nslation,ed75e0322bf31a7f
 tasks s,d41aed1b8c116a5f
how thes,5ef0ad5bc5954e1b
e models,773548d0a0975bdc
 to be s,d47861a107208a33
uperior ,07e1e829aa9873bd
in quali,f7810ed1a07870e0
ty while,92f136697c23bef3
 being m,a5199cf602f0006c
ore para,782b2a3058c03340
llelizab,f9bcd82c9ed7943f
le and r,60df90dd62de2771
equiring,f28a534de9bd986d
 signifi,40bd8e2a49f97cba
cantly l,a538267fa7e6280a
ess time,46ca68874c606988
 to trai,62793f34b96bc0ca
n Our mo,726f0bbcc2b3fd0f
del achi,e5bfaa6429e4f757
eves 284,1ea73b06fe965dc3
 BLEU on,a1a2e8d798272426
 the WMT,e573da56290f1648
 2014 En,bc4fc88682ad94ce
glish to,03f82e8d75cb5794
German t,cdb1da4a420feaf0
ranslati,6544e1dbaea4a266
on task ,3079baead18bd4c4
improvin,008cefe94d2cf4c7
g over t,644afad570d7fd1c
he exist,3ec12d886c886119
ing best,cee564137a336c5f
 results,4b96a9a6539f73b8
 includi,57827797e4983108
ng ensem,e3aee4a623193ea0
bles by ,fbab30c02cce40f2
over 2 B,21c6924f5b3b2c06
LEU On t,c68020679aec8889
he WMT 2,8f4dba339af7b85c
014 Engl,32717033dee0526f
ishtoFre,ce533ec103081fad
nch tran,a3c3cc9c4d7308fe
slation ,8b03e13a378c6cab
task our,e388853069e33728
 model e,b258ef4099197bdd
stablish,ab4b66d1ba88130a
es a new,39cd1bc22a7c0d3f
 singlem,f899121a4972db33
odel sta,b68faaab3dde1356
teofthea,6da3393dca738845
rt BLEU ,bb7080be4044ac12
score of,48c2f0bf13da0240
 418 aft,3ce8fc59b6b4f265
er train,ff35080006ec37eb
ing for ,9515903bc424baf9
35 days ,888fa1608ba09b4e
on eight,bc59b90c024d8089
 GPUs a ,8ec49a8dd8e38097
small fr,983c0ea19d266cf7
action o,683b68dc832cda20
f the tr,0882d04d69a800f1
aining c,4756de5fb90db3c9
osts of ,f102ac09252c09a1
the best,4bc97f8a501b1e03
 models ,87ea00551e28ce86
from the,74c36bded727d24c
 literat,59cefc7f116a35a8
ure We s,66837299b5810843
how that,18e17737e09ea54e
 the Tra,176d996e3fd3595b
nsformer,affae37f90df0cd6
 general,0c052b82d4985f67
izes wel,64a5c3f1e747e836
l to oth,3c3bbae5ed8c372a
er tasks,2e821cde79aedd78
 by appl,02f6c134d24e74c3
ying it ,8a3785dc2d32b56e
successf,b2fa0c48a834732d
ully to ,973b720ef1c7ff7b
English ,f0348e9769962823
constitu,870f07b42e86536c
ency par,92a88a4133fe5f85
sing bot,f024c0830a2edfa9
h with l,2fa1e7adddb99252
arge and,4e1947a6feb738c2
 limited,d37c61e9e1a5ea5b
 trainin,63c1797a2a3286ae
g data E,b8c58490582de6a3
qual con,ffd2ecefa77431d3
tributio,cbd091d67e5c3b78
n Listin,ade795915977e28a
g order ,279f287d3bcbd16a
is rando,8ca81452c8a5e06f
m Jakob ,27f56efda71e8f44
proposed,28d45ad717a5eb5e
 replaci,b47ee3534192803a
ng RNNs ,5105dcc56b28ce5e
with sel,d1c1163dfda80ea0
fattenti,482c21d4bba60f3d
on and s,13164bab1d1970c5
tarted t,ad8348dd62027a93
he effor,8150474ad5e82c63
t to eva,9f635c54c0f51b1a
luate th,ebeaf63fff9efee8
is idea ,8a5ed01f7e7594a5
Ashish w,03962da87075f3c6
ith Illi,a290cfbfe825ccf6
a design,3f95287f49b94f30
ed and i,1cb784e28ae879ee
mplement,a5969ecb1bc9ac30
ed the f,bc4cbda8388f894b
irst Tra,83c94359733ebef1
nsformer,affae37f90df0cd6
 models ,87ea00551e28ce86
