Plaintext,Ciphertext
aaaaaaaa,0148bc6e0e369699
bbbbbbbb,bf3c0413f339bfa7
cccccccc,d5273ea8d76de8b2
dddddddd,65d0c21d181e450e
eeeeeeee,a8c29ecc8cde46ea
ffffffff,81d446d8479835bc
gggggggg,4d7748f8baea224e
hhhhhhhh,ae25040c0c744c97
iiiiiiii,169479aed2cfea76
jjjjjjjj,42daf4f766bde7fc
kkkkkkkk,7c85ce3ab6976fef
llllllll,948c8c38affa5612
mmmmmmmm,60f84e6b6bd54fc7
nnnnnnnn,813b11c395d2f7d0
oooooooo,429f50f64f08ccb9
pppppppp,08439c097e4cc97f
qqqqqqqq,03f1be376086dfbe
rrrrrrrr,864fc24ba01d219b
ssssssss,99974112c4904b8a
tttttttt,9a0d2bcda657a3f2
uuuuuuuu,4b0efc011e194e25
vvvvvvvv,d0c9142c69e22e72
wwwwwwww,aede5820ddac0fee
xxxxxxxx,1d24835864535dd0
yyyyyyyy,73de1b3e50df73d6
zzzzzzzz,82f4bebb33340ca8
00000000,a3fce7c59eec8a19
11111111,f6818d3cb70d2350
22222222,f54f07eed857a77c
33333333,1fb95c74e7648d83
44444444,a3cc0f17f4435439
55555555,6bddc3511e2c106f
66666666,96ac660288d17444
77777777,60bd5bd790804479
88888888,b6be4551ef8f982a
99999999,640946ee984b5f10
Provided,61aae57ed56726ef
 proper ,31ce20636b2aae2c
attribut,c445c58ff4916ddc
ion is p,033fe27521ba71a7
rovided ,477b9fe62bb4ed89
Google h,1431acbd95a4af6a
ereby gr,0cafcbf9869caf8b
ants per,230d74dfa4d2d8f2
mission ,442c34cbe5f0001c
to repro,ea918e88d5585489
duce the,d64dca067bef6f92
 tables ,f1580ddaa05f4a3a
and figu,c4f36f476d5d3f99
res in t,e7b4b20a7a224c0d
his pape,1e50d43da97cefd0
r solely,8b30d2fee43a27b1
 for use,90292350ff7c399c
 in jour,5b273a42e7361694
nalistic,5e52756106181ba4
 or scho,85f2a4c1f380e8a5
larly wo,ae911d1f1cf1ddc9
rks Atte,4c735dea031b13ef
ntion Is,1d2c7c9f24c3ebea
 All You,8efc8524662a4c11
 Need As,60253cbeb2c4b665
hish Vas,746bb14b0797f141
wani Goo,2fb3c593a3c36561
gle Brai,a225e11067858816
n avaswa,3a8e96e36286ccf9
nigoogle,2e6bd8f63da3e5e8
comNoam ,111fd280f3f1c54a
Shazeer ,6595e1906d04997a
Google B,8c61a9f06e0d0b90
rain noa,94458f7067ec473c
mgooglec,8be216c3df9a0c80
omNiki P,2498d36af18a7ecf
armar Go,c991346d9e450ec3
ogle Res,bef240b105067ec0
earch ni,dc15ee69de49f718
kipgoogl,b89929390ee757a9
ecomJako,fb8dc26c9c1338d3
b Uszkor,fdbcb11d2a12ea6a
eit Goog,a20d52d4180e022a
le Resea,6e9634a7279049e0
rch uszg,b2a1a50486dfb77d
ooglecom,498288901897d098
 Llion J,f422b1a5d29ce90c
ones Goo,63ba6c52ec623ef2
gle Rese,f7c2b879201dc60f
arch lli,e70eeef082321e08
ongoogle,be7f8d40f3e7528d
comAidan,9a422cd216e8506a
 N Gomez,dab5cb1029fc02c0
  Univer,8460d80d394b92a6
sity of ,9b25c85330ab424f
Toronto ,e892c2351a89bf35
aidancst,1fb594f134347bdb
orontoed,0c5c1e94b1f4552d
uukasz K,ae2032b9811aade0
aiser Go,0fd33ab50470b6f5
ogle Bra,8e08573560cacc5e
in lukas,484fab2d2ad35a2a
zkaiserg,9ef5235d83988ce3
ooglecom,498288901897d098
 Illia P,a5adff5b227f9869
olosukhi,fdf867fa3a2058f4
n  illia,67c6fee84da11950
polosukh,903cf9148eec408d
ingmailc,723cfcd3aa8551c3
om Abstr,e0df31922ac00f4b
act The ,adebaf7a20edddb7
dominant,cbcbf3482460a806
 sequenc,9bec22c44375cda3
