Plaintext,Ciphertext
aaaaaaaa,62254c86bcf35441
bbbbbbbb,a1daad8eefe0c7a4
cccccccc,561a3f1058409c4c
dddddddd,f8058a781c66cc6d
eeeeeeee,6ac183250cbb73c8
ffffffff,2b7a0a06ccc20de9
gggggggg,2ac12ecb45d6e04b
hhhhhhhh,157172eced82eafe
iiiiiiii,588709e9c1a2a21b
jjjjjjjj,f3c103f218839370
kkkkkkkk,7e90d86bb35f48c7
llllllll,554061eb981364e5
mmmmmmmm,01d074770e279516
nnnnnnnn,5f46ffeca46460c5
oooooooo,af8f5f847eddfcda
pppppppp,770e4ac700067ef0
qqqqqqqq,e8bb991f2b2c3162
rrrrrrrr,343ecd6771fb310d
ssssssss,e40feb9479ff7632
tttttttt,78de42a255232868
uuuuuuuu,823f67e576b3d776
vvvvvvvv,514376010b224861
wwwwwwww,75c456741cab4af5
xxxxxxxx,3ba660f9e6928609
yyyyyyyy,ffcfdf15c49d0e4b
zzzzzzzz,2054f1dabea823d2
00000000,2504825916cc3447
11111111,bbd635ce83566eca
22222222,f255d2c1b23e9d1c
33333333,a47e30311d3ee7e6
44444444,e8ce15c6d3280c58
55555555,35a4617aca17e08a
66666666,bcd9432ff3e8af1e
77777777,9773deddba2ab601
88888888,45d27e452916c261
99999999,f6cd91466af712b4
Provided,4acd062ee3cdf033
 proper ,1d7a7304a9c2929a
attribut,ef3b5cf89074dfda
ion is p,cc18dd65e3e4ae58
rovided ,e37d22997a8c7f52
Google h,7fa3bc802bdfd1ce
ereby gr,f22fb1ac8ecfb35f
ants per,a6f812e33c058e3a
mission ,f03beb6efe1310ec
to repro,3b85459619acfc01
duce the,dfb7f563976a1eae
 tables ,2a498bb422e0d2bc
and figu,a5e8cb9d4faa7f20
res in t,3b6be68bed5e209b
his pape,24368cec9805b20c
r solely,778bad91bb9e8eeb
 for use,eba47942b83ea06a
 in jour,0fbeb30f9cf7173c
nalistic,2018a567ea640c00
 or scho,f618c65edc24677f
larly wo,0d37e69ea1d1680a
rks Atte,90351c50e516f625
ntion Is,eddc7d79366d1308
 All You,e5e523e61f5d61e9
 Need As,5dc249a12579435f
hish Vas,1b3d73789f679a68
wani Goo,5c93dfad5e94851c
gle Brai,0921b019e0cc34ec
n avaswa,24f0ad0264cd74fc
nigoogle,82bab25ae89845bc
comNoam ,961a794716531659
Shazeer ,6d13ec97f6944b57
Google B,7b6209d153268570
rain noa,8ad46b777b29cda9
mgooglec,8354649c524f5d7d
omNiki P,52f8c425f381088c
armar Go,8500d437d0201f88
ogle Res,18003a27b2e19ca5
earch ni,eee22bf0a88d58fa
kipgoogl,b89efc30984b2c71
ecomJako,5692b2ca618c94ef
b Uszkor,f5d1df803dbe8aa0
eit Goog,9e802cb063c9d16c
le Resea,42b23c161c7a65d5
rch uszg,b7f3210894797825
ooglecom,49baa573f20f7cfe
 Llion J,285f4bd15634f46a
ones Goo,9a16e667828779a7
gle Rese,530a8ead806d307f
arch lli,2242176756e5ddb2
