Plaintext,Ciphertext
aaaaaaaa,81fdf3c515b1b61a
bbbbbbbb,ce79fbf1e6d55799
cccccccc,a9cef48046a2bb7d
dddddddd,5600acaf1bf49642
eeeeeeee,690cfe2936e3ee15
ffffffff,1c0f2cab84bc07a5
gggggggg,78bff25bc5fd8474
hhhhhhhh,049bac6926d63b00
iiiiiiii,d324a96da3b528f6
jjjjjjjj,cbd13d108084c086
kkkkkkkk,db710c99bfbffe44
llllllll,d251eedde8e6497e
mmmmmmmm,cb46a066bd88f79b
nnnnnnnn,109c791b7d034052
oooooooo,65e3cf926a1b7643
pppppppp,2a6e89801e4a1be8
qqqqqqqq,ef4e2798b720385d
rrrrrrrr,a0620b4f03e58a6e
ssssssss,bbcbe476cc3a6d47
tttttttt,25226eef0d613932
uuuuuuuu,4696cb2acbb8e3f3
vvvvvvvv,e9aae62923268e90
wwwwwwww,77483ba5e5eeb805
xxxxxxxx,0dfb33da5e46e7c1
yyyyyyyy,6dbf0ef8f9f4aeaa
zzzzzzzz,0ce1f662f0699415
00000000,d8b619e82d59fe6a
11111111,fed7d41af7bf1ab9
22222222,5c164855a4ad98d7
33333333,59f8d3a4820fb71d
44444444,a829800e60b5257a
55555555,4a4e1ba0cf4c35c3
66666666,30f1a8d78fadd339
77777777,f85459e8754f9e8a
88888888,e617b7e16a117e1d
99999999,0e8f54058efde45b
Provided,da51a55df91d146e
 proper ,23ce94c2690de33f
attribut,1e24a270e0264638
ion is p,b237fe0ea94bcba0
rovided ,7385f85c88ee516b
Google h,3b4cec9ecea6d542
ereby gr,09bee0f80f689187
ants per,e665fcfc15954b2d
mission ,7ba082ba4d7dd76f
to repro,79bf96a857859875
duce the,d591169ec3f26883
 tables ,5bec211f627b848e
and figu,0935c1270e2e7421
res in t,4ff4031fd08b2357
his pape,2498dd67ac869dcc
r solely,ba9bff6bca885996
 for use,ba339d49c895579d
 in jour,2f92f68c25d7b6cc
nalistic,bc876ade18aa5b33
 or scho,ef50fbafdce1e460
larly wo,cea9a30d00adbb68
rks Atte,a4d76b46a756e596
ntion Is,6b699dbaeea1bb08
 All You,6eae330770174b64
 Need As,389858732ddee131
hish Vas,b2a2960d8df6a80d
wani Goo,a7577824c155ed52
gle Brai,48031612116cc86f
n avaswa,66cd8e604e38f25a
nigoogle,422e92dbb76d4a20
comNoam ,6362df8f7d1c5186
Shazeer ,cb3176e6352ade51
Google B,3db31d4d32c3f38c
rain noa,0b926c9f1b464132
mgooglec,c409a70203f0b46f
omNiki P,d73b5d6a933620de
armar Go,3fb1431a364b1997
ogle Res,aaeda2a66a65f4d0
earch ni,2e506e827155f068
kipgoogl,4fe0bd449af8b0c3
ecomJako,9dd4555ac14511a6
b Uszkor,604962ce41ebc2f1
eit Goog,40b217b024be7919
le Resea,b976390d0ccda71c
rch uszg,008c7ad412c2fd84
ooglecom,8fe12a67da20caaa
 Llion J,7904c5b57537e0e0
ones Goo,7d2a788d8fa8778d
gle Rese,930cfa594a48f4f9
arch lli,c46e92e5dd1f313a
ongoogle,0442643dffd94e7e
comAidan,589357ba51dd560e
 N Gomez,84a0accbf71cac92
