Plaintext,Ciphertext
aaaaaaaa,a3eafb5cde5b8ebc
bbbbbbbb,33401fb74a732921
cccccccc,7752f3a6ea2eb2ca
dddddddd,378a6916ac4ccf7e
eeeeeeee,2ba5938a2c512da1
ffffffff,7e060769884c6fd0
gggggggg,8f54fbd68dd6b851
hhhhhhhh,16116d094d69cec6
iiiiiiii,76dd9d3c149cd214
jjjjjjjj,136c7d3a2353a7a8
kkkkkkkk,efb789c31b56e0ac
llllllll,a56430a995f49361
mmmmmmmm,ea585f39957502cd
nnnnnnnn,d0d634c306025b75
oooooooo,3ae2131ddd769f62
pppppppp,2b5d3ce1dec7bbdf
qqqqqqqq,93818142c0edf9f9
rrrrrrrr,ebc423185c2d22c2
ssssssss,d2b6eca1317e5453
tttttttt,4c53941bc7581ae5
uuuuuuuu,ec602427e06d998a
vvvvvvvv,755d5aa2ac4b604b
wwwwwwww,f44cfb874dc2a0c3
xxxxxxxx,8d86f22bbae89556
yyyyyyyy,ba87b2bc54a9dd17
zzzzzzzz,8a8ee290642b34de
00000000,7b33bee6c69d33c8
11111111,ff2ca4b442660987
22222222,d92880818fd5b3e6
33333333,dde33386a164e0e0
44444444,e398a5927d73b9ea
55555555,f7f7211ee9865493
66666666,b82c49e5dff91c6a
77777777,ef5de521b2f93b1e
88888888,6157f3f26adff12d
99999999,a30c37c7d7899623
Provided,357ac9fc443cf0f8
 proper ,7e096e086f9e8531
attribut,4a98553834f60c16
ion is p,4e2b3d30afab41f4
rovided ,2a89db0b8c90aee9
Google h,c78ac0f8852fc730
ereby gr,b613bcb2e0bf133c
ants per,1d8e08eef2539644
mission ,86bb2aaf334c8070
to repro,4190b95c0949657e
duce the,d4a57ebc7f85c775
 tables ,26c7bf57cc43856d
and figu,199eb0832642acac
res in t,66e4e860ad3aab69
his pape,bb9a4b27f081ec5d
r solely,81a9d477a2ea4503
 for use,2b7ed8f8b3d13a56
 in jour,5bd0e9050bfb0ceb
nalistic,920b1197f5bfef44
 or scho,2ca6aca146ddd529
larly wo,5ddf95548873227f
rks Atte,22fb59a5fb65af04
ntion Is,1b0281fb2773fbde
 All You,30f4da0b22882f77
 Need As,983c61dfa7897093
hish Vas,cb90f9f474d29871
wani Goo,182777f6583e8ef9
gle Brai,58c15336cb198f61
n avaswa,65d7d2e9602683e2
nigoogle,e3ca8905a691b881
comNoam ,da70d7fb62c1e9aa
Shazeer ,cd0cca0fcd2b142a
Google B,63d7e390864b876d
rain noa,c316420d8f617c42
mgooglec,6783ff497d173821
omNiki P,1f0095756866fc4f
armar Go,652bb2b1d628ec4a
ogle Res,4f685832d761925b
earch ni,9aed080dfa5489fc
kipgoogl,36c7701b593137d2
ecomJako,4d5a2d130b78ab21
b Uszkor,9496a4505de743cd
eit Goog,6fba232a83f593bb
le Resea,606acf271a8da94e
rch uszg,722160992a9fafea
ooglecom,1faee216fb6afc08
 Llion J,63113eb75096b565
ones Goo,246f57bba6b98a79
gle Rese,1cca73e9ade37493
arch lli,8685c631ab9180fc
ongoogle,78be441f6b4924ea
comAidan,2b9e246838e79065
 N Gomez,9c66306e877d283c
  Univer,4a16e3560ada2b72
sity of ,af4281635216b14c
Toronto ,6263e94d5266a1a1
aidancst,0014f828dcd6af65
orontoed,6d43ed04edc6edd1
uukasz K,c3b45b8d2b117b28
aiser Go,136d2b0d413c9470
ogle Bra,45172772590a83a4
in lukas,c69f7f6a9cd54553
zkaiserg,940f25a079a449a9
ooglecom,1faee216fb6afc08
 Illia P,0c1fd3e852a30c8e
olosukhi,e514c24547e06007
n  illia,4c1ccd5ef4683db1
polosukh,433c0d265a92292a
ingmailc,60edd405a0bfa052
om Abstr,8d89cc20ffbda61c
act The ,a2e614ff3f8fd38c
dominant,72046b30cda13f3b
 sequenc,efacd2e81eaffe5f
e transd,f66464d4f0a5c29d
uction m,814a38cf1e1d61d0
odels ar,81653e237eaa4d43
e based ,44deb3d09f7df680
on compl,974e55f07885e8fd
ex recur,067b34a86ac5e5ad
rent or ,ef306ee789749b79
convolut,76be6cdb5188cd3b
ional ne,72c9b6fa7e0214de
ural net,4d4f5b2b0a2828ab
works th,41256f911b7cce64
at inclu,b1b80889b032f520
de an en,d6aaec205eef462f
coder an,71e26e7ff64f7e29
d a deco,981c129f573e5360
der The ,3597d3a4fdc88aaa
best per,0e30957032ff3c90
forming ,8edc8fcc4402fe70
models a,e0d91bf0817e8319
lso conn,87399248fef83ba4
ect the ,8f252822a5b854ed
encoder ,e2c5ad6c6bf343ab
and deco,ea3a57bb9f7079a8
der thro,b454631a95f5ad42
ugh an a,a7102badfd41d901
ttention,72bfbba3e7297e22
 mechani,520d02101e833359
sm We pr,a458741b8ee409b0
opose a ,fd882611ca160ebb
new simp,66b432d2e1abc6ec
le netwo,0d81b1fc65732b93
rk archi,040f93f44e7cbb14
tecture ,b07db6bf2a2c113a
the Tran,2e1756ca4b61fb59
sformer ,7403bd205d7745c3
based so,a472b6ce47f1fb20
lely on ,430ef43a2d80dd38
