Plaintext,Ciphertext
aaaaaaaa,210c7d06530e6a7f
bbbbbbbb,e465e5f4cbe003ca
cccccccc,0e68d484a993d535
dddddddd,ab84c6c530f22ed7
eeeeeeee,6e4add31cfd76d74
ffffffff,7e9c18e076bf6ea0
gggggggg,7e2130cea74ad25c
hhhhhhhh,0ff225fab27e2483
iiiiiiii,537ba966eea43005
jjjjjjjj,11a64c28c2149c6b
kkkkkkkk,16376aca1fc5f37f
llllllll,9c0344f12863c4b9
mmmmmmmm,9d60ecf6f8637ce4
nnnnnnnn,0cd21444410272e9
oooooooo,ea336c3cd5f0e3ac
pppppppp,053b6b126bcf6a8d
qqqqqqqq,cfed9aaa6875b39b
rrrrrrrr,9ec9f3afd7704875
ssssssss,ea46e2bfa8f33438
tttttttt,6b171ae77c6db71e
uuuuuuuu,1186ea9cf2ae4f23
vvvvvvvv,c6c4134015768079
wwwwwwww,ce263bc933daf760
xxxxxxxx,3f62985b06b8c5e1
yyyyyyyy,f9516a98462e554a
zzzzzzzz,d6b88723528ef08b
00000000,14949528e6e79db2
11111111,8d543d9489e73b15
22222222,4821ec399f59963d
33333333,4e5b5739d673d5ea
44444444,55f54c5fdff23bfd
55555555,7bd22153c3b5094a
66666666,6ced0597e97aa9a6
77777777,514fe3586075ead2
88888888,b1fb9ec88900493d
99999999,ee0a147269cba775
Provided,09613d61e6fe6d25
 proper ,e6bbe97346775b45
attribut,e8e5894b7f02386d
ion is p,ef545336da4008f0
rovided ,1545b2f51fca1b7a
Google h,0f288058bdfa32be
ereby gr,4ef487ff98fcab07
ants per,c708620fbbe0d8bd
mission ,468bfbd881108171
to repro,49bd3289442e286b
duce the,f85def91f22896b7
 tables ,2afa60fa636cffef
and figu,7ba9ef9c2c2e0b09
res in t,7a22a6d4b445d20f
his pape,e69dda1c0f3677de
r solely,e49fab26c222bc48
 for use,c165ec4f64c0f2cf
 in jour,d973ddcbb462d9e0
nalistic,f906a85ad0241e6c
 or scho,0fd1f2e969c479cd
larly wo,c1a65df168830374
rks Atte,7de260d25f285fd9
ntion Is,8b0880685b2a3321
 All You,7a03671b93fc3b99
 Need As,6fc3ca02818e74b4
hish Vas,9d9c7e58a02bc23d
wani Goo,00fd25e6063d5703
gle Brai,fe2ea7d1f15b1fe8
n avaswa,031209987d3cf80d
nigoogle,dde250ad2e174a0b
comNoam ,f182970562677aef
Shazeer ,5f44a5a90f76a82c
Google B,8d25ed4adf561db8
rain noa,cbf292f5d1282932
mgooglec,0a4a116bd3ffd7c1
omNiki P,9c2790afcc46898e
armar Go,008caf0871d69fe9
ogle Res,cc6bf2192de19015
earch ni,b38e0e7e986fb727
kipgoogl,3275eaad9df259cc
ecomJako,8fa2f98f58f6abc9
b Uszkor,54259d5cf34c8016
eit Goog,7438a5c91cbfa2fc
le Resea,fb9d022ac1b82048
rch uszg,dd89ffd8a9eb048b
ooglecom,a25549cf7db2c683
 Llion J,de70139d331f5948
ones Goo,ab5964875ccf49ce
gle Rese,910a5f1684c8ab79
arch lli,ef5cd2cf0c432b52
ongoogle,18d358d894ff7733
comAidan,0bf9b78f44405a7e
 N Gomez,b053eb5f82da33d5
  Univer,f05a0d3cc37b40a3
sity of ,dfa4f1f0f8e86871
Toronto ,ec9d1cd11dcd7d50
aidancst,c01b60ed0c944d63
orontoed,b689fff94de2fde4
uukasz K,074982f8e5762cfc
aiser Go,5fe4414e026ec74d
ogle Bra,5489112e3ccb7526
in lukas,99b2478b9f20bfb6
zkaiserg,61653e57c81f431c
ooglecom,a25549cf7db2c683
 Illia P,505fa4cc68684499
olosukhi,d8d148d9799efe09
n  illia,e64111aac8628e58
polosukh,09c3903febc7581a
ingmailc,9bcb5db26bcf3679
om Abstr,5406887449d601e8
act The ,c44130d91d469b29
dominant,0e2d84ecccdde38e
